#Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
11200,IBI (RÚSTEGA),1700.0,0.0,1700.0,1651.83
11300,IBI (URBANA),2075000.0,310900.0,2385900.0,2472266.27
11500,IMPOST VEHICLES DE TRACCIO MECANICA,610000.0,0.0,610000.0,589528.45
11600,IMPOST INCREMENT VALORS TERRENYS URBANS,125000.0,205000.0,330000.0,485619.56
13000,ACTIVITATS EMPRESSARIALS,940000.0,0.0,940000.0,929864.71
29000,IMPOST CONST. INSTAL.LACIONS I OBRES,75000.0,0.0,75000.0,70184.95
30000,TAXA PER SUBMINISTRAMENT D'AIGUA POTABLE,485000.0,0.0,485000.0,371139.43
30001,TAXA PER MANTENIMENTS DE COMPTADORS,67000.0,0.0,67000.0,63074.74
30002,ESCOMESESD'AIGUA,14000.0,0.0,14000.0,3232.36
30003,TAXA CLAVEGUERAM,115000.0,0.0,115000.0,83282.98
30004,CÀNON AIGUA,0.0,69150.0,69150.0,243976.85
30200,TAXA SERVEI RECOLLIDA ESCOMBRARIES,597000.0,0.0,597000.0,610564.2
30900,TAXA SERVEI CEMENTIRI MUNICIPAL,23000.0,0.0,23000.0,23087.84
30901,TAXA ESCUT I PLAQUES,100.0,0.0,100.0,0.0
30902,TAXA LLICENCIES OBERTURA ESTABLIMENTS,50000.0,0.0,50000.0,39300.39
30912,TAXA PER ALTRES SERVEIS,15000.0,0.0,15000.0,5248.23
31100,TAXA PER ACTIVITATS SERVEIS SOCIALS,100.0,0.0,100.0,154.0
31200,TAXA PER SERVEI ESCOLA DE MUSICA,87000.0,0.0,87000.0,76080.78
31201,TAXA PER ESCOLA D'ADULTS,12000.0,0.0,12000.0,14696.15
31300,TAXA PER CURSETS NATACIÓ,50000.0,0.0,50000.0,2760.04
31301,TAXA SERVEI PISCINA,0.0,0.0,0.0,58170.15
31302,TAXA PER ESCOLA ESPORTIVA,11500.0,0.0,11500.0,18425.42
31303,TAXA PER INSTAL.LACIONS ESPORTIVES,3000.0,0.0,3000.0,466.05
31304,TAXA PER ACTIVITATS PAVELLÓ,30000.0,0.0,30000.0,20612.44
31900,TAXA PER SERVEIS CULTURA,34000.0,0.0,34000.0,38536.42
31901,TAXA SERVEI JOVENTUT,40000.0,0.0,40000.0,6524.7
32000,CÀNON AIGUA,0.0,0.0,0.0,0.0
32100,TAXA EXPEDICIÓ  LLICENCIES URBANISTIQUES,20000.0,0.0,20000.0,33778.19
32500,TAXA EXPEDICIO DOCUM. ADMINISTRATIUS,2000.0,0.0,2000.0,7344.84
32600,TAXA RETIRADA DE VEHICLES,8000.0,0.0,8000.0,8653.38
32900,TAXA LLICENCIA TAXIS,675.0,0.0,675.0,497.4
32901,TAXA SERVEIS SALUT PÚBLICA,100.0,0.0,100.0,0.0
33100,TAXA GUALS I RESERVA VIA PUBLICA,120000.0,0.0,120000.0,121080.12
33200,TAXA APROFITAMENTS  SUBMINISTRE ELÈCTRIC I GAS,145000.0,20000.0,165000.0,223330.64
33300,TAXA APROFITAMENTS SERVEIS TELECOMUNICACIONS,2500.0,10000.0,12500.0,23351.4
33500,TAXA OCUPACIÓ AMB TAULES I CADIRES,26500.0,0.0,26500.0,18587.0
33600,TAXA OCUPACIÓ TERRENYS MATERIALS CONSTRUCCIÓ,7000.0,0.0,7000.0,6038.71
33800,TAXA APROFITAMENTS SUBMINISTRE TELÈFON,35000.0,0.0,35000.0,19788.18
33900,TAXA QUIOSCOS,850.0,0.0,850.0,1056.8
33901,"TAXA OCUPACIÓ TERRENYS PARADES, ETC.",50000.0,0.0,50000.0,70048.76
33902,TAXA MERCAT SETMANAL,42250.0,0.0,42250.0,41655.19
33903,INGRESSOS PER ACTIVITATS CIRCUIT CATALUNYA,150000.0,0.0,150000.0,144212.88
34100,ALTRES INGRESSOS CASAL D'AVIS (BAR),6000.0,0.0,6000.0,9342.34
34300,ALTRES INGRESSOS D'ESPORTS,3800.0,0.0,3800.0,7293.43
34900,ALTRES INGRESSOS CULTURA,3000.0,0.0,3000.0,3404.6
34901,ALTRES INGRESSOS JOVENTUT,600.0,5500.0,6100.0,6302.1
38900,REINTEGRAMENTS DE PRESSUPOSTOS TANCATS,100.0,0.0,100.0,773.05
39100,SANCIONS URBANISTIQUES,100.0,0.0,100.0,0.0
39120,MULTES,35000.0,0.0,35000.0,65547.85
39190,ALTRES SANCIONS,3000.0,18500.0,21500.0,35508.1
39211,RECARRECS CONSTRENYIMENT,40000.0,0.0,40000.0,47401.35
39300,INTERESSOS DEMORA,15000.0,0.0,15000.0,21781.68
39800,INGRESSOS PER SINISTRES,30000.0,0.0,30000.0,41540.29
39900,ALTRES INGRESSOS DIVERSOS,20675.0,0.0,20675.0,49246.28
42000,PARTICIPACIO TRIBUTS ESTAT,1570000.0,129000.0,1699000.0,1701207.35
45000,APORTACIÓ FONS CATALÀ,140000.0,0.0,140000.0,124309.79
45001,SUBVENCIÓ GENERALITAT. JUTJAT DE PAU,5700.0,0.0,5700.0,5700.0
45002,SUBVENCIÓ GENERALITAT CENTRE DE DISCAPACITATS,285000.0,0.0,285000.0,281402.35
45003,SUBVENCIONS GENERALITAT POLÍTIQUES D'IGUALTAT,1000.0,0.0,1000.0,0.0
45030,SUBVENCIO GENERALITAT CATALUNYA. ESCOLA DE MUSICA,56700.0,0.0,56700.0,51000.0
45031,SUBVENCIÓ GENERALITAT. ESCOLA BRESSOL,148800.0,0.0,148800.0,143000.0
45050,SUBVENCIO GENERALITAT CATALUNYA. TREBALL,30000.0,0.0,30000.0,0.0
45060,SUBVENCIONS GENERALITAT PLANS D'OCUPACIÓ,100.0,29000.0,29100.0,29913.6
45080,ALTRES SUBVENCIONS GENERALITAT,15000.0,0.0,15000.0,18809.24
45090,CENTRE DE RECURSOS PEDAGÒGICS,30700.0,0.0,30700.0,30698.0
46100,DE DIPUTACIÓ SERVEIS SOCIALS I SANITAT,30000.0,0.0,30000.0,69593.79
46102,DE DIPUTACIÓ CULTURA I JOVENTUT,1000.0,0.0,1000.0,22548.0
46103,DE DIPUTACIÓ ENSENYAMENT I ESPORTS,3000.0,10000.0,13000.0,36601.0
46104,DE DIPUTACIÓ MEDI AMBIENT I TURISME,1000.0,0.0,1000.0,4800.0
46105,ALTRES SUBVENCIONS DIPUTACIÓ,40000.0,16000.0,56000.0,236802.75
46106,DE DIPUTACIÓ PER PACTES TERRITORIALS,15000.0,0.0,15000.0,20774.81
46500,DEL CONSELL COMARCAL SERVEIS SOCIALS,98000.0,0.0,98000.0,110083.58
46501,DEL CONSELL COMARCAL BEQUES,6000.0,0.0,6000.0,18702.69
46502,DEL CONSELL COMARCAL SAD DEPENDÈNCIA,15000.0,0.0,15000.0,76284.0
46503,SUBVENCIONS CONSELL COMARCAL TURISME,6000.0,0.0,6000.0,0.0
47000,TRANSFERENCIES D'EMPRESES PRIVADES,19000.0,0.0,19000.0,149006.12
47001,APORTACIO CIRCUIT DE CATALUNYA,15000.0,0.0,15000.0,5484.88
48000,TRANS.DE FAMÍLIES I INST. SENSE FI DE LUCRE,28000.0,0.0,28000.0,15723.85
52000,INTERESES EN CUENTAS CORRIENTES,1000.0,0.0,1000.0,132.72
55001,CONCESSIO POMPES FUNEBRES,1000.0,0.0,1000.0,0.0
55002,CONCESSIO BAR PISCINA MUNICIPAL,100.0,0.0,100.0,0.0
55003,CONCESSIO GESTIÓ PISCINA MUNICIPAL,100.0,0.0,100.0,0.0
55004,CONCESSIÓ BAR CAMP DE FUTBOL,6000.0,0.0,6000.0,6000.0
55005,ALTRES CONCESSIONS,20000.0,0.0,20000.0,20359.89
55500,APROFITAMENTS ESPECIALS,100.0,0.0,100.0,0.0
59900,ALTRES INGRESSOS PATRIMONIALS,160000.0,0.0,160000.0,97570.72
61900,APROFITAMENTS URBANÍSTICS,267000.0,69500.0,336500.0,1167846.9
61910,APROFITAMENTS URBANÍSTICS,310000.0,133400.0,443400.0,303468.0
72000,DE L'ADMINISTRACIO GENERAL DE L'ESTAT,100.0,0.0,100.0,0.0
72100,D'ORGANISMES AUTONÒMS,100.0,0.0,100.0,0.0
75080,ALTRES SUBVENCIONS GENERALITAT,100.0,0.0,100.0,0.0
75100,D'ORGANISMES AUTONOMS ADMINISTRATIUS,100.0,0.0,100.0,0.0
76100,XARXA BARCELONA MUNICIPIS DE QUALITAT,100.0,0.0,100.0,0.0
76101,ALTRES SUBVENCIONS DIPUTACIÓ,100.0,0.0,100.0,0.0
77000,TRANSFERÈNCIES EMPRESES PRIVADES,100.0,0.0,100.0,0.0
87002,INCORPORACIÓ DE ROMANENTS,0.0,1437782.75,1437782.75,0.0
91100,AJUT DE CAIXA DIPUTACIÓ DE BARCELONA,100.0,0.0,100.0,0.0
91101,OPERACIÓ DE CRÈDIT PAGAMENTS PROVEÏDORS RD. 04/2012,0.0,448108.77,448108.77,448108.77
91300,PRÉSTEC INVERSIONS 2012,100.0,0.0,100.0,0.0
91301,PRÉSTAM REBUTS A/L P D'ENS DE FORA DEL SECTOR PÚBLIC,0.0,0.0,0.0,0.0
91302,PRESTECS,0.0,0.0,0.0,0.0
91303,PRESTECS,0.0,0.0,0.0,0.0
#,T O T A L S,9553750.0,2911841.52,12465591.52,12431946.3
