#Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
11200,IBI (RÚSTEGA),200000.0,0.0,200000.0,193189.17
11300,IBI (URBANA),2400000.0,0.0,2400000.0,2356919.25
11500,IMPOST VEHICLES DE TRACCIO MECANICA,595000.0,0.0,595000.0,581287.58
11600,IMPOST INCREMENT VALORS TERRENYS URBANS,150000.0,0.0,150000.0,230048.46
13000,ACTIVITATS EMPRESSARIALS,925000.0,0.0,925000.0,1291299.77
29000,IMPOST CONST. INSTAL.LACIONS I OBRES,100000.0,0.0,100000.0,19890.51
30000,TAXA PER SUBMINISTRAMENT D'AIGUA POTABLE,400000.0,0.0,400000.0,399972.16
30001,TAXA PER MANTENIMENTS DE COMPTADORS,60000.0,0.0,60000.0,59363.01
30002,ESCOMESESD'AIGUA,2500.0,0.0,2500.0,2802.06
30003,TAXA CLAVEGUERAM,95000.0,0.0,95000.0,89005.64
30004,CÀNON AIGUA,100.0,200000.0,200100.0,287648.69
30200,TAXA SERVEI RECOLLIDA ESCOMBRARIES,625000.0,0.0,625000.0,623770.82
30900,TAXA SERVEI CEMENTIRI MUNICIPAL,24000.0,0.0,24000.0,26894.79
30901,TAXA ESCUT I PLAQUES,100.0,0.0,100.0,0.0
30902,TAXA LLICENCIES OBERTURA ESTABLIMENTS,45000.0,0.0,45000.0,58747.37
30912,TAXA PER ALTRES SERVEIS,1000.0,0.0,1000.0,5557.45
31100,TAXA PER ACTIVITATS SERVEIS SOCIALS,100.0,0.0,100.0,1171.0
31200,TAXA PER SERVEI ESCOLA DE MUSICA,75000.0,0.0,75000.0,75988.84
31201,TAXA PER ESCOLA D'ADULTS,15000.0,0.0,15000.0,12650.42
31300,TAXA PER CURSETS NATACIÓ,100.0,0.0,100.0,4169.92
31301,TAXA SERVEI PISCINA,60000.0,0.0,60000.0,61696.64
31302,TAXA PER ESCOLA ESPORTIVA,10000.0,0.0,10000.0,20092.65
31303,TAXA PER INSTAL.LACIONS ESPORTIVES,600.0,0.0,600.0,746.48
31304,TAXA PER ACTIVITATS PAVELLÓ,18000.0,0.0,18000.0,20697.68
31900,TAXA PER SERVEIS CULTURA,35000.0,0.0,35000.0,43726.06
31901,TAXA SERVEI JOVENTUT,100.0,0.0,100.0,0.0
32100,TAXA EXPEDICIÓ  LLICENCIES URBANISTIQUES,15000.0,0.0,15000.0,23655.26
