#Eco.,Descripció,Previsions inicials,Total Modificacions,Previsions totals,Drets reconeguts nets
11200,IBI (RÚSTEGA),215000.0,0.0,215000.0,192977.58
11300,IBI (URBANA),2575000.0,0.0,2575000.0,2625601.71
11500,IMPOST VEHICLES DE TRACCIO MECANICA,590000.0,0.0,590000.0,565990.03
11600,IMPOST INCREMENT VALORS TERRENYS URBANS,200000.0,0.0,200000.0,326938.69
13000,ACTIVITATS EMPRESSARIALS,965000.0,0.0,965000.0,1043142.29
29000,IMPOST CONST. INSTAL.LACIONS I OBRES,50000.0,0.0,50000.0,35026.87
30000,TAXA PER SUBMINISTRAMENT D'AIGUA POTABLE,400000.0,0.0,400000.0,325577.22
30001,TAXA PER MANTENIMENTS DE COMPTADORS,60000.0,0.0,60000.0,55206.3
30002,ESCOMESESD'AIGUA,2500.0,0.0,2500.0,3887.76
30003,TAXA CLAVEGUERAM,120000.0,0.0,120000.0,85504.13
30004,CÀNON AIGUA,295000.0,0.0,295000.0,301167.06
30200,TAXA SERVEI RECOLLIDA ESCOMBRARIES,655000.0,0.0,655000.0,630257.91
30900,TAXA SERVEI CEMENTIRI MUNICIPAL,27000.0,0.0,27000.0,37037.54
30901,TAXA ESCUT I PLAQUES,100.0,0.0,100.0,0.0
30902,TAXA LLICENCIES OBERTURA ESTABLIMENTS,70000.0,0.0,70000.0,38936.07
30912,TAXA PER ALTRES SERVEIS,6000.0,0.0,6000.0,1346.12
31100,TAXA PER ACTIVITATS SERVEIS SOCIALS,600.0,0.0,600.0,20606.9
31200,TAXA PER SERVEI ESCOLA DE MUSICA,76000.0,0.0,76000.0,72245.26
31201,TAXA PER ESCOLA D'ADULTS,15000.0,0.0,15000.0,9683.29
31300,TAXA PER CURSETS NATACIÓ,100.0,0.0,100.0,3236.71
31301,TAXA SERVEI PISCINA,65000.0,0.0,65000.0,59098.88
31302,TAXA PER ESCOLA ESPORTIVA,20000.0,0.0,20000.0,12029.83
31303,TAXA PER INSTAL.LACIONS ESPORTIVES,700.0,0.0,700.0,604.8
31304,TAXA PER ACTIVITATS PAVELLÓ,25000.0,0.0,25000.0,19838.08
31900,TAXA PER SERVEIS CULTURA,45000.0,0.0,45000.0,51193.37
31901,TAXA SERVEI JOVENTUT,100.0,0.0,100.0,0.0
32100,TAXA EXPEDICIÓ  LLICENCIES URBANISTIQUES,20000.0,0.0,20000.0,25491.64
32500,TAXA EXPEDICIO DOCUM. ADMINISTRATIUS,6000.0,0.0,6000.0,5006.2
32600,TAXA RETIRADA DE VEHICLES,10000.0,0.0,10000.0,8296.98
32900,TAXA LLICENCIA TAXIS,900.0,0.0,900.0,463.68
32901,TAXA SERVEIS SALUT PÚBLICA,1000.0,0.0,1000.0,749.95
33100,TAXA GUALS I RESERVA VIA PUBLICA,130000.0,0.0,130000.0,135081.51
33200,TAXA APROFITAMENTS  SUBMINISTRE ELÈCTRIC I GAS,210000.0,0.0,210000.0,218753.63
33300,TAXA APROFITAMENTS SERVEIS TELECOMUNICACIONS,25000.0,0.0,25000.0,5301.48
33500,TAXA OCUPACIÓ AMB TAULES I CADIRES,37000.0,0.0,37000.0,29948.7
33600,TAXA OCUPACIÓ TERRENYS MATERIALS CONSTRUCCIÓ,5000.0,0.0,5000.0,4491.01
33800,TAXA APROFITAMENTS SUBMINISTRE TELÈFON,25000.0,0.0,25000.0,25659.9
33900,TAXA QUIOSCOS,1000.0,0.0,1000.0,1399.61
33901,"TAXA OCUPACIÓ TERRENYS PARADES, ETC.",62000.0,0.0,62000.0,61848.43
33902,TAXA MERCAT SETMANAL,44000.0,0.0,44000.0,43056.02
33903,INGRESSOS PER ACTIVITATS CIRCUIT CATALUNYA,150000.0,0.0,150000.0,154304.43
34100,ALTRES INGRESSOS CASAL D'AVIS (BAR),8000.0,0.0,8000.0,9258.26
34300,ALTRES INGRESSOS D'ESPORTS,1200.0,0.0,1200.0,3499.95
34900,ALTRES INGRESSOS CULTURA,2500.0,0.0,2500.0,4263.25
34901,ALTRES INGRESSOS JOVENTUT,6000.0,0.0,6000.0,6881.8
34902,ALTRES INGRESSOS ACTIVITATS CIRCUIT,0.0,0.0,0.0,49698.07
34903,ALTRES INGRESSOS CULTURA (SALA POLIVALENT),0.0,0.0,0.0,9791.81
35000,C. ESPECIALS PROJECTE XARXA AIGUA POLÍGON PEDREGAR,0.0,400338.87,400338.87,400338.87
38900,REINTEGRAMENTS DE PRESSUPOSTOS TANCATS,600.0,0.0,600.0,46844.62
39100,SANCIONS URBANISTIQUES,100.0,0.0,100.0,0.0
39120,MULTES,45000.0,0.0,45000.0,60368.34
39190,ALTRES SANCIONS,15000.0,0.0,15000.0,64840.64
39211,RECARRECS CONSTRENYIMENT,40000.0,0.0,40000.0,54372.0
39300,INTERESSOS DEMORA,6000.0,0.0,6000.0,15917.67
39800,INGRESSOS PER SINISTRES,12000.0,0.0,12000.0,8929.8
39900,ALTRES INGRESSOS DIVERSOS,15000.0,0.0,15000.0,34021.71
42000,PARTICIPACIO TRIBUTS ESTAT,1900000.0,0.0,1900000.0,1843508.03
45000,APORTACIÓ FONS CATALÀ,110000.0,0.0,110000.0,139539.04
45001,SUBVENCIÓ GENERALITAT. JUTJAT DE PAU,5700.0,0.0,5700.0,5700.0
45002,SUBVENCIÓ GENERALITAT CENTRE DE DISCAPACITATS,282000.0,0.0,282000.0,264831.04
45003,SUBVENCIONS GENERALITAT POLÍTIQUES D'IGUALTAT,100.0,0.0,100.0,0.0
45030,SUBVENCIO GENERALITAT CATALUNYA. ESCOLA DE MUSICA,0.0,0.0,0.0,0.0
45031,SUBVENCIÓ GENERALITAT. ESCOLA BRESSOL,0.0,0.0,0.0,0.0
45050,SUBVENCIO GENERALITAT CATALUNYA. TREBALL,100.0,0.0,100.0,0.0
45060,SUBVENCIONS GENERALITAT PLANS D'OCUPACIÓ,100.0,0.0,100.0,0.0
45070,PUOSC MANTENIMENT 2014,50000.0,0.0,50000.0,50029.46
45080,ALTRES SUBVENCIONS GENERALITAT,60000.0,0.0,60000.0,-16564.33
45090,CENTRE DE RECURSOS PEDAGÒGICS,31000.0,0.0,31000.0,26093.3
46100,DE DIPUTACIÓ SERVEIS SOCIALS I SANITAT,65000.0,0.0,65000.0,38186.6
46102,DE DIPUTACIÓ CULTURA I JOVENTUT,60000.0,0.0,60000.0,1683.97
