#Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
0110,310000,INTERESSOS OPERACIONS DE TRESORERIA,70000.0,-7000.0,63000.0,58950.09
0110,310015,INTERESSOS PRÉSTECS 2009 SANEJAMENT,12000.0,-5000.0,7000.0,6440.49
0110,310017,INTERESSOS PRESTEC INVERSIONS 2009 BBVA,8800.0,-2000.0,6800.0,6603.05
0110,310019,INTERESSOS PRESTEC INVERSIONS 2010,16800.0,-3500.0,13300.0,13224.35
0110,310020,INTERESSOS OPERACIÓ DE REFINANÇAMENT,88000.0,-12000.0,76000.0,74373.27
0110,310030,PRESTEC INVERSIONS 2011 BBVA,14000.0,-3000.0,11000.0,10911.41
0110,310035,INTERESSOS PRESTEC ICO 2011,11750.0,0.0,11750.0,11723.63
0110,310040,INVERSIONS 2011 C. PENEDES,15500.0,-2500.0,13000.0,12633.08
0110,310050,INTERESSOS PRESTEC PAGAMENTS PROVEÏDORS,27500.0,-2500.0,25000.0,36045.14
0110,311000,DESPESES FORMALITZAC.MODIFICACIÓ CANCELACIÓ,9000.0,5800.0,14800.0,14800.0
0110,319000,ALTRES DESPESES FINANCERES,125000.0,34400.0,159400.0,148184.21
0110,911001,AJUT CAIXA DIPUTACIÓ NINXOLS,2200.0,0.0,2200.0,2200.0
0110,911002,AJUT CAIXA DIPUTACIÓ DUMPER BRIGADA,5000.0,0.0,5000.0,5000.0
0110,911003,AJUT CAIXA DIPUTACIÓ. PARQUET PAVELLÓ,10000.0,0.0,10000.0,10000.0
0110,911004,AJUT DE CAIXA DIPUTACIÓ (INVERSIONS AUDITORI),15000.0,0.0,15000.0,15000.0
0110,911006,AMORTITZACIÓ AJUT DE CAIXA 2011,15000.0,0.0,15000.0,15000.0
0110,913014,AMORTITZACION PRESTEC ROMANENT TRESORERIA,63500.0,600.0,64100.0,64036.61
0110,913015,AMORTITZACIONS PRESTEC INVERSIONS 2009 BBVA,45000.0,0.0,45000.0,45000.0
0110,913016,AMORTITZACIÓ PRESTEC REFINANÇAMENT,416000.0,0.0,416000.0,415875.0
0110,913017,PRESTEC INVERSIONS 2010 C. PENEDES,48000.0,-1300.0,46700.0,46547.95
0110,913018,INVERSIONS 2011 (bbva),40000.0,0.0,40000.0,40000.0
0110,913020,AMORTITZACIO PRESTEC CAIXA PENEDES,28150.0,-4000.0,24150.0,23957.98
0110,913021,PRESTEC ICO 2011,87500.0,0.0,87500.0,87343.1
1300,120000,BASIQUES FUNCIONARIS POLICIA LOCAL,195000.0,8000.0,203000.0,209320.25
1300,121000,COMPLEMENTARIES FUNCIONARIS POLICIA LOCAL,550750.0,-16300.0,534450.0,515776.28
1300,150000,INCENTIU PRODUCTIVITAT FUNCIONARIS POLIC IA LOCAL,7850.0,0.0,7850.0,6722.88
1300,214000,MANTENIMENT I REPARACIÓ VEHICLES POLICIA LOCAL,2500.0,-1000.0,1500.0,3414.53
1300,216000,MANTENIMENT SISTEMA COMUNICACIONS POLICIA LOCAL,600.0,-500.0,100.0,0.0
1300,221030,COMBUSTIBLE VEHICLES POLICIAL LOCAL-PROTEC. CIVIL,7000.0,0.0,7000.0,7547.42
1300,221040,VESTUARI POLICIA LOCAL I PROTECCIÓ CIVIL,11000.0,-1000.0,10000.0,9409.83
1300,221120,MATERIAL TÈCNIC POLICIA LOCAL I PROTECCIÓ CIVIL,1500.0,0.0,1500.0,1424.0
1300,226990,DESPESES DE FUNCIONAMENT POLICIA LOCAL,1000.0,0.0,1000.0,1197.13
1300,227990,DESPESES SERVEI RETIRADA DE VEHICLES,10500.0,-1000.0,9500.0,8860.69
1300,480000,ASSOCIACIÓ PROTECCIÓ CIVIL,11000.0,4900.0,15900.0,15823.79
1510,120000,BASIQUES FUNCIONARS  URBANISME I ARQUITECTURA,61000.0,0.0,61000.0,62997.06
1510,121000,COMPLEMENTARIES  FUNCIONARIS URBANISME I ARQUITECTURA,98000.0,0.0,98000.0,86441.04
1510,131000,RETRIBUCIONS LABORAL EVENTUAL URBANISME,72500.0,0.0,72500.0,71064.46
1510,619000,INVERSIONS EN VIES PÚBLIQUES,0.0,127479.71,127479.71,108036.99
1510,619100,INVERSIONS EN PARCS I JARDINS,0.0,71000.0,71000.0,119839.51
1510,619200,ALTRES INVERSIONS,0.0,55275.72,55275.72,5275.72
1510,637000,INVERSIONS EN PROJECTES,0.0,24000.0,24000.0,16612.08
1510,761000,TRANSFERÈNCIES CAPITAL,100.0,0.0,100.0,0.0
1610,221010,SUBMINISTRAMENT AIGÜES TER-LLOBREGAT,235000.0,42000.0,277000.0,302149.7
1610,227990,SERVEI ANÀLISI DE CONTROL I LECTURES DE L'AIGUA,2500.0,800.0,3300.0,3271.98
1610,227991,MANTENIMENT SERVEI DE CLAVEGUERAM,35000.0,7000.0,42000.0,41727.71
1620,467000,SERVEI DEIXALLERIA,40600.0,0.0,40600.0,39379.99
1620,467001,SERVEI RECOLLIDA SELECTIVA,22100.0,0.0,22100.0,24561.71
1620,467002,SERVEI DE RECOLLIDA I TRACTAMENT MATÈRIA ORGÀNICA,32100.0,0.0,32100.0,35338.63
1620,467003,TRANSFERÈNCIA I ELIMINACIÓ RESIDUS MPALS. ORDINARIS,191100.0,0.0,191100.0,173627.69
1620,467005,SERVEI DE RECOLLIDA DE PAPER I CARTRÓ COMERCIAL,24300.0,0.0,24300.0,24074.76
1620,467006,SERVEI DE RECOLLIDA FRACCIÓ RESTA,195700.0,0.0,195700.0,205268.06
1620,467007,SERVEI DE VOLUMINOSOS I ELIMINACIÓ RESIDUS BANALS,23400.0,0.0,23400.0,17800.91
1620,467008,QUOTA MUNICIPIS ADHERITS,26300.0,0.0,26300.0,27039.58
1650,221000,SUBMINISTRAMENT ELÈCTRIC ENLLUMENAT PÚBLIC,285000.0,-46300.0,238700.0,205044.58
1720,226990,DESPESES FUNCIONAMENT MEDI AMBIENT,4000.0,2700.0,6700.0,7755.43
1720,226991,CAMPANYES I ALTRES ACTUACIONS SERVEI MEDI AMBIENT,1000.0,3000.0,4000.0,2993.47
1720,467000,APORTACIÓ CONCORCI CONCA RIU BESOS,150.0,0.0,150.0,105.96
2310,130000,RETRIBUCIONS PERSONAL FIXE ACCIO SOCIAL,56400.0,2300.0,58700.0,57849.71
2310,131000,RETRIBUCIONS PERSONAL EVENTUAL ACCIO SOCIAL,224500.0,3250.0,227750.0,227650.72
2310,221000,SUBMINISTRAMENT ELÈCTRIC EDIFICIS SERVEIS SOCIALS,9000.0,-2000.0,7000.0,5023.48
2310,221020,SUBM.COMBUSTIBLE EDIFICIS DESTINATS S. SOCIALS,2800.0,0.0,2800.0,3269.47
2310,226990,DESPESES SERVEI TELEASSISTÈNCIA,14000.0,3000.0,17000.0,16903.81
2310,226991,DESPESES FUNCIONAMENT ACCIÓ SOCIAL,3000.0,0.0,3000.0,2188.6
2310,226992,DESPESES HOMENATGE GENT GRAN,7000.0,0.0,7000.0,5695.14
2310,226993,DESPESES FUNCIONAMENT SOLIDARITAT I COOPERAC.,1500.0,0.0,1500.0,906.0
2310,226994,DESPESES FUNCIONAMENT POLÍTIQUES D'IGUALTAT,1000.0,0.0,1000.0,0.0
2310,226995,DESPESES DE FUNCIONAMENT CASAL GENT GRAN,4000.0,-1500.0,2500.0,2479.61
2310,227990,SERVEI PUNT DONA,6500.0,0.0,6500.0,6277.42
2310,227991,PRESTACIÓ DE SERVEIS CENTRE DE DISCAPACITATS,225000.0,0.0,225000.0,222000.0
2310,227992,SERVEI DE MENJADOR A LES ESCOLES,30000.0,1000.0,31000.0,29705.39
2310,227993,AJUTS MENJADOR ESCOLA BRESSOL,6000.0,0.0,6000.0,3733.01
2310,227995,AJUTS D'ESTADA ESCOLA BRESSOL,18000.0,0.0,18000.0,17950.82
2310,227996,PRESTACIÓ DE SERVEIS PROJECTE SOCIOEDUCATIU EL GALLINER,0.0,6500.0,6500.0,6453.2
2310,449000,APORTACIÓ RESIDÈNCIA CAN DOTRAS,86000.0,9000.0,95000.0,91000.0
2310,480000,ASSISTÈNCIA SOCIAL,55000.0,0.0,55000.0,41118.16
2310,480001,APORTACIÓ FONS DE SOLIDARITAT I COOPERACIÓ,35000.0,0.0,35000.0,25723.7
2310,480002,BEQUES LLIBRES ESCOLARS,15000.0,0.0,15000.0,11243.58
2310,480003,CONVENI INTERADMINISTRATIU SERVEIS SOCIALS,3000.0,0.0,3000.0,5374.56
2310,480004,ASSOCIACIÓ DE PARES FILLS DISCAPACITATS,2200.0,0.0,2200.0,2200.0
2310,480005,APORTACIÓ CARITAS,5000.0,0.0,5000.0,6500.0
2310,480006,ALTRES SUBVENCIONS ACCIÓ SOCIAL,2500.0,0.0,2500.0,1000.0
2310,480008,PROJECTE SUPORT A LA INFÀNCIA,2000.0,-1000.0,1000.0,506.72
2310,480009,"ALTRES SUBVENCIONS (Gent Gran, etc)",1000.0,-750.0,250.0,0.0
2310,480010,PROJECTES REHABILITACIÓ HABITATGES GENT GRAN,6000.0,0.0,6000.0,1567.58
